iter	RMSE
158	0.2602701335
159	0.2600185174
160	0.2596890501
161	0.2595715529
162	0.2592842132
163	0.2589634313
164	0.2586020332
165	0.2582870482
166	0.2580514694
167	0.2578773998
168	0.2575341194
169	0.2573708378
170	0.2570101098
171	0.2567682056
172	0.2564635132
173	0.2561149091
174	0.2558373293
175	0.2556380347
176	0.2554611181
177	0.2551627227
178	0.2549470331
179	0.2548130125
180	0.2545804331
181	0.2542432142
182	0.2540346792
183	0.2537150027
184	0.2534215646
185	0.2531942577
186	0.2530574986
187	0.2528392548
188	0.2524927653
189	0.2521102854
190	0.2518039058
191	0.2515212344
192	0.2513900701
193	0.2511838208
194	0.2509792002
195	0.2508460565
196	0.2506480993
197	0.2503618796
198	0.2499569308
199	0.2496497269
200	0.2493439071
201	0.2491828256
202	0.2490084688
203	0.2486581743
204	0.2484099373
205	0.2481813122
206	0.2480303487
207	0.2476615324
208	0.247464476
209	0.2472848086
210	0.2471020761
211	0.246757252
212	0.246576899
213	0.2464347295
214	0.2461777579
215	0.2459154336
216	0.2457824254
217	0.2456281552
218	0.2455051382
219	0.2453688265
220	0.2450582261
221	0.2447879215
222	0.2445990806
223	0.2443942527
224	0.2441811054
225	0.2439957551
226	0.2438576412
227	0.2437174859
228	0.2435334125
229	0.2434284159
230	0.2433003283
231	0.2431381271
232	0.2430235675
233	0.2428916345
234	0.2427696015
235	0.2426083285
236	0.2424937265
237	0.242304267
238	0.242184077
239	0.2420625239
240	0.2419421945
241	0.2417866716
242	0.2416111786
243	0.2414797006
244	0.2412350016
245	0.2410085475
246	0.2408293977
247	0.2406473576
248	0.2404726402
249	0.2403588018
250	0.2401471232
251	0.2396611702
252	0.2394297867
253	0.23936285
254	0.2392652074
255	0.2391508081
256	0.2389099724
257	0.2388139501
258	0.2386700232
259	0.238488538
260	0.23832412
261	0.2381390707
262	0.2379519182
263	0.2377662696
264	0.2376305891
265	0.2374881697
266	0.2373417648
267	0.2371895213
268	0.2369570167
269	0.2368398275
270	0.2367255668
271	0.2366033254
272	0.2364532506
273	0.2363654054
274	0.2361734097
275	0.2360084346
276	0.235791058
277	0.2355140056
278	0.2353758105
279	0.2353221842
280	0.2351255564
281	0.2350315195
282	0.2348654732
283	0.2347698856
284	0.2346234719
285	0.2345197204
286	0.2343745399
287	0.2342335473
288	0.2340965655
289	0.2340094883
290	0.2338755842
291	0.2336293312
292	0.2334786292
293	0.2332655171
294	0.2331812955
295	0.232978041
296	0.2328179754
297	0.2326820953
298	0.2325586719
299	0.232428628
300	0.2323100327
301	0.2322065839
302	0.2320817331
303	0.2318886704
304	0.2316429716
305	0.231555616
306	0.2313608932
307	0.2312189397
308	0.2311432729
309	0.2310376547
310	0.2307974381
311	0.2306695468
312	0.2304561059
313	0.2303027
314	0.2301798583
315	0.2299997266
316	0.2299278169
317	0.2297582111
318	0.2296440186
319	0.2295625493
320	0.2294861194
321	0.2292778923
322	0.2291562342
323	0.2289905501
324	0.2288591373
325	0.2287013382
326	0.2286289767
327	0.2284822141
328	0.2283705763
329	0.2282690866
330	0.2281454888
331	0.227931597
332	0.2278496265
333	0.2276625322
334	0.2275516546
335	0.2274042291
336	0.2272593822
337	0.2271563306
338	0.2270522287
339	0.2269198986
340	0.2268343142
341	0.2267292667
342	0.226633829
343	0.2264987464
344	0.2264115461
345	0.2262971101
346	0.2262024468
347	0.226047528
348	0.2259739821
349	0.2258603689
350	0.2257193724
351	0.2256138258
352	0.2255503536
353	0.225453038
354	0.225350817
355	0.2251604115
356	0.2250839464
357	0.2250077477
358	0.2248842467
359	0.2247431688
360	0.2246495792
361	0.2245235978
362	0.2244463224
363	0.2242424507
364	0.2241751554
365	0.2240995944
366	0.2240384951
367	0.2239206554
368	0.223776237
369	0.2236767988
370	0.2236073639
371	0.223427258
372	0.2233212863
373	0.2232211759
374	0.2231321784
375	0.2230590141
376	0.2229370122
377	0.2228710311
378	0.222769577
379	0.2226885655
380	0.2225827818
381	0.2225294565
382	0.2224564915
383	0.2223759061
384	0.2221609868
385	0.2220871598
386	0.2220117697
387	0.2219540372
388	0.2218961698
389	0.2218243125
390	0.2216230391
391	0.2214594848
392	0.2213995584
393	0.2212676649
394	0.2211799894
395	0.2210777814
396	0.220986078
397	0.2208943415
398	0.2207006012
399	0.2206233805
400	0.220535123
401	0.2204667837
402	0.2203831427
403	0.2203162864
404	0.2202707203
405	0.2201472886
406	0.2200857648
407	0.219997446
408	0.2199220229
409	0.2197216472
410	0.2196648713
411	0.2195666944
412	0.2194852699
413	0.219421111
414	0.2193310492
415	0.2191454461
416	0.2190911805
417	0.2188872115
418	0.2187830348
419	0.2187099113
420	0.2186511884
421	0.2185927709
422	0.2185174701
423	0.2184338334
424	0.2183719431
425	0.2182945851
426	0.2182359534
427	0.2181928412
428	0.2181209733
429	0.2178654265
430	0.2178056955
431	0.2177003221
432	0.2176087062
433	0.2175473866
434	0.2174921894
435	0.2173931379
436	0.2173330417
437	0.2172482845
438	0.2171831486
439	0.2171334643
440	0.2170645097
441	0.2170137037
442	0.2169673368
443	0.2169222885
444	0.2167929283
445	0.2167042965
446	0.2165807488
447	0.2164789828
448	0.2164274831
449	0.2163703641
450	0.2162971974
451	0.2161763624
452	0.2161216659
453	0.2160264128
454	0.2159459384
455	0.2158644862
456	0.2157945965
457	0.2157349959
458	0.215615673
459	0.2154822358
460	0.2154142549
461	0.2153680475
462	0.2153012699
463	0.2152223824
464	0.2151694552
465	0.2150688188
466	0.2149515926
467	0.2148494402
468	0.2147665233
469	0.2146944687
470	0.214661523
471	0.2145660412
472	0.2145167415
473	0.2144521521
474	0.2142927385
475	0.214197816
476	0.2141332222
477	0.2140473406
478	0.2139907747
479	0.2139205413
480	0.2138340962
481	0.2137985495
482	0.2137416036
483	0.2137131344
484	0.2136686912
485	0.2135842634
486	0.2135541817
487	0.2133856056
488	0.2133108494
489	0.2131931938
490	0.2130660974
491	0.2129720035
492	0.212847862
493	0.2127903923
494	0.2127331611
495	0.2126810506
496	0.2126526044
497	0.2125977571
498	0.212537143
499	0.2124432756
500	0.2123683835
501	0.2122172007
502	0.2120754932
503	0.2119914294
504	0.2118575948
505	0.2117709276
506	0.2115967841
507	0.2114404845
508	0.2113908977
509	0.2113461505
510	0.2112388996
511	0.2111691794
512	0.2111163324
513	0.2109787188
514	0.2108751969
515	0.2108020251
516	0.2106465267
517	0.2105945961
518	0.210489522
519	0.210435491
520	0.2103530782
521	0.2102733589
522	0.2102227263
523	0.2101781204
524	0.210088704
525	0.2100085507
526	0.2099156667
527	0.2098389259
528	0.2097269288
529	0.2096516324
530	0.2095649321
531	0.2094664698
532	0.2093046201
533	0.2092589421
534	0.2091917161
535	0.209168653
536	0.2090682441
537	0.2089430847
538	0.2088632783
539	0.2087585007
540	0.2087002888
541	0.2086458574
542	0.2085706118
543	0.2084672606
544	0.2084287862
545	0.2083256921
546	0.2082572822
547	0.2081577441
548	0.2080451506
549	0.2079744166
550	0.20788257
551	0.207766341
552	0.2076741303
553	0.2075532084
554	0.2074940533
555	0.207365951
556	0.2073225867
557	0.2072320953
558	0.2071481801
559	0.2070375539
560	0.2069292271
561	0.2068699972
562	0.2067497082
563	0.2066223657
564	0.2065639988
565	0.2065131458
566	0.2064433796
567	0.2063982988
568	0.2063498157
569	0.2062484855
570	0.2061586182
571	0.2061075503
572	0.2060536602
573	0.2059924093
574	0.2059466799
575	0.2058838589
576	0.2058392129
577	0.2057761665
578	0.2056940055
579	0.205567286
580	0.2054776213
581	0.2054342716
582	0.2054062428
583	0.205344493
584	0.2052810008
585	0.2052219194
586	0.2051530552
587	0.2050919215
588	0.2050119533
589	0.2049757149
590	0.204911738
591	0.2048236733
592	0.2047666697
593	0.2047089071
594	0.2046563741
595	0.2046083154
596	0.2045522973
597	0.2045008654
598	0.2044336576
599	0.2043595381
600	0.2043078403
601	0.2041816977
602	0.2041195626
603	0.2040323933
604	0.2039658229
605	0.2038966547
606	0.2038568564
607	0.203808912
608	0.2037655616
609	0.2036696666
610	0.2036187092
611	0.2035379794
612	0.2034494842
613	0.2033415744
614	0.2032768521
615	0.2031707055
616	0.2031121896
617	0.2030175068
618	0.2029835205
619	0.2029202385
620	0.202862201
621	0.2027755332
622	0.2027386166
623	0.2026064471
624	0.2025868999
625	0.2025618324
626	0.2025193018
627	0.2024789799
628	0.2023825557
629	0.2022392964
630	0.2021704063
631	0.2021102789
632	0.2020277271
633	0.2019690977
634	0.2019108734
635	0.2018274944
636	0.2017770926
637	0.201682291
638	0.2016263983
639	0.2015652121
640	0.2015247812
641	0.2014810632
642	0.2014041187
643	0.2013531537
644	0.2012972431
645	0.2012018388
646	0.2010810351
647	0.2010292694
648	0.2009578135
649	0.2008692349
650	0.2007650856
651	0.2007079109
652	0.200676161
653	0.2006118148
654	0.2005354506
655	0.2004908214
656	0.2004375424
657	0.2003524053
658	0.2002557728
659	0.2002030003
660	0.2001575066
661	0.2000918954
662	0.2000455859
663	0.1999708713
664	0.1999123264
665	0.1998540463
666	0.1997982658
667	0.1997665812
668	0.1996816721
669	0.1996458274
670	0.1995852202
671	0.1995067019
672	0.1994844953
673	0.1994414652
674	0.199361725
675	0.1993132353
676	0.1992522925
677	0.1991837322
678	0.1991389929
679	0.1990334774
680	0.1990124007
681	0.1989392889
682	0.1988701812
683	0.1987974901
684	0.1987618523
685	0.1987099505
686	0.198681025
687	0.1986235248
688	0.1985447849
689	0.1984518508
690	0.1984086582
691	0.1983438531
692	0.1982634293
693	0.1982038858
694	0.19812554
695	0.1980782893
696	0.1980242829
697	0.1979916199
698	0.197884404
699	0.1978419213
700	0.1977899161
701	0.1977201261
702	0.1976830105
703	0.197644013
704	0.1975690016
705	0.1975221939
706	0.1974343078
707	0.1973593603
708	0.1973059537
709	0.1972455195
710	0.197232869
711	0.1971741662
712	0.1971278672
713	0.1970496471
714	0.1970207526
715	0.196957479
716	0.1968622967
717	0.1967880881
718	0.1967199732
719	0.1966465169
720	0.1965504652
721	0.1965053743
722	0.1964752717
723	0.1964117559
724	0.1963862835
725	0.1963523987
726	0.1962957133
727	0.196243947
728	0.1961823406
729	0.1961474554
730	0.1960595941
731	0.1960198811
732	0.1959422518
733	0.1959085616
734	0.1958583813
735	0.1958100114
736	0.1957774266
737	0.1957059728
738	0.1956767192
739	0.1956058451
740	0.1955547125
741	0.1955322025
742	0.1954999155
743	0.1954447045
744	0.1953499999
745	0.1952577035
746	0.1951867774
747	0.1951195393
748	0.1950899207
749	0.1950704964
750	0.1950215794
751	0.1949967337
752	0.1949181684
753	0.1948744284
754	0.1948259062
755	0.1948023876
756	0.1947683834
757	0.1947227537
758	0.1946949966
759	0.1945483701
760	0.194527794
761	0.1944692276
762	0.1944214151
763	0.1943989829
764	0.1943247698
765	0.1942837418
766	0.1942155907
767	0.1941512663
768	0.1941295234
769	0.1940541197
770	0.1940000466
771	0.193976881
772	0.1939502966
773	0.1939057109
774	0.1938418692
775	0.1937784015
776	0.1937189234
777	0.1936928592
778	0.1936279473
779	0.1935629333
780	0.1935090834
781	0.1934685055
782	0.1933990746
783	0.1933345273
784	0.1933006105
785	0.1932379942
786	0.1931789633
787	0.1931398445
788	0.1930940363
789	0.1930251981
790	0.1929974073
791	0.1929266667
792	0.1928650664
793	0.1928165733
794	0.1927675909
795	0.1927061974
796	0.1926733818
797	0.192598972
798	0.1925211093
799	0.1924827072
800	0.1923854124
801	0.1923610569
802	0.1922875616
803	0.1922171934
804	0.1921835767
805	0.1921476636
806	0.1921013223
807	0.1920740277
808	0.1920524983
809	0.1919798957
810	0.1919411219
811	0.1919041283
812	0.1918809978
813	0.1918301772
814	0.1917788254
815	0.1917302298
816	0.1916436046
817	0.1915275045
818	0.1914961851
819	0.1914351221
820	0.1913812876
821	0.1913245176
822	0.1912341219
823	0.1911464688
824	0.191133391
825	0.1910672062
826	0.1910147899
827	0.1910017059
828	0.1909633225
829	0.1909247318
830	0.1908606044
831	0.19079707
832	0.1907397224
833	0.1906970707
834	0.1906276192
835	0.1905612885
836	0.1905105001
837	0.1904305066
838	0.1903662155
839	0.1902946654
840	0.1902314074
841	0.1901716954
842	0.1901203757
843	0.190026345
844	0.1899547108
845	0.1899035814
846	0.1898696535
847	0.1897508805
848	0.1896923029
849	0.1896688413
850	0.1896045114
851	0.189565565
852	0.1894941466
853	0.1894120734
854	0.1893278239
855	0.1893008058
856	0.1892524021
857	0.1892093741
858	0.189149189
859	0.1890952603
860	0.1890871894
861	0.1890333885
862	0.1889748508
863	0.188936683
864	0.1889003166
865	0.1888475565
866	0.1888037217
867	0.1887595534
868	0.1887148819
869	0.1886731082
870	0.1886415497
871	0.1886014052
872	0.1885384215
873	0.1884776515
874	0.1884329084
875	0.1883678308
876	0.1883424484
877	0.1883040305
878	0.1882496684
879	0.1882038478
880	0.1881240734
881	0.1880618488
882	0.1880170971
883	0.1879863926
884	0.1879533628
885	0.1879307434
886	0.1878700328
887	0.1877808329
888	0.1877381383
889	0.1876886187
890	0.1876221992
891	0.1875671304
892	0.1875063584
893	0.1874596104
894	0.1874199162
895	0.1873900113
896	0.1873397838
897	0.1873030969
898	0.1872718792
899	0.1872194525
900	0.1871702398
901	0.1871479796
902	0.1870972637
903	0.1870219473
904	0.1869591577
905	0.186902053
906	0.1868349018
907	0.1867684659
908	0.1867352116
909	0.1866843694
910	0.1866424461
911	0.1866034044
912	0.1865582927
913	0.1865025053
914	0.1864761763
915	0.1864359723
916	0.1864042801
917	0.1863252958
918	0.1862928522
919	0.1862662048
920	0.1862159481
921	0.186148369
922	0.1860861809
923	0.1860222567
924	0.1859667181
925	0.1859194203
926	0.185856201
927	0.1858238419
928	0.1857706708
929	0.1857105414
930	0.185662511
931	0.1856109146
932	0.1855785205
933	0.1855201152
934	0.1853877944
935	0.1853576394
936	0.1853138475
937	0.1851808686
938	0.1851692564
939	0.185113336
940	0.1850649333
941	0.1850270824
942	0.1849677542
943	0.1849122526
944	0.1848561211
945	0.1847940219
946	0.1847742114
947	0.1847319344
948	0.1846791903
949	0.1846327353
950	0.1846031746
951	0.1845167071
952	0.1844632463
953	0.184408117
954	0.1843893204
955	0.1843164954
956	0.1842764607
957	0.1841992264
958	0.1841380953
959	0.1840552883
960	0.184015779
961	0.1839759628
962	0.1838764446
963	0.1838360595
964	0.1838020565
965	0.1837488861
966	0.1837003867
967	0.1836495265
968	0.1835856135
969	0.183535679
970	0.1834631274
971	0.1834100992
972	0.1833198377
973	0.1832723092
974	0.1832282904
975	0.1831893269
976	0.1831447478
977	0.1831022963
978	0.1830421347
979	0.1829805451
980	0.1829500813
981	0.1829037441
982	0.1828399429
983	0.1827993414
984	0.1827673701
985	0.1827439491
986	0.1826984818
987	0.1826261321
988	0.1824996908
989	0.1824878565
990	0.1824301319
991	0.1823947924
992	0.1823400996
993	0.1822894368
994	0.1822257759
995	0.1822008141
996	0.1821231816
997	0.1820622217
998	0.1820184827
999	0.1819594967
